Sample_ID,Treatment,Day,Replicate ,Microbial Load (LOG),VOC,Revalence Index,,,,,,
35,TA 2,6,2,4.91,sabinene,94.09,,,,,,
35,TA 2,6,2,4.91,beta-Pinene,97.24,,,,,,
35,TA 2,6,2,4.91,nonane 3-methyl,96.75,,,,,,
35,TA 2,6,2,4.91,3-Ethyloctane,96.61,,,,,,
35,TA 2,6,2,4.91,sabinene,96.52,,,,,,
35,TA 2,6,2,4.91,Octamethylcyclotetrasiloxane,96.45,,,,,,
35,TA 2,6,2,4.91,"2,6-Dimethyl-3-octene",97.51,,,,,,
35,TA 2,6,2,4.91,heptan-2-ol,97.17,,,,,,
35,TA 2,6,2,4.91,Cyclohexanone,96.45,,,,,,
35,TA 2,6,2,4.91,"2,5-Dimethylpyrazine",96.33,,,,,,
35,TA 2,6,2,4.91,(Z)-4-heptenal,96.2,,,,,,
35,TA 2,6,2,4.91,1-Octen-3-ol,88.09,,,,,,
35,TA 2,6,2,4.91,octadienone,88.04,,,,,,
35,TA 2,6,2,4.91,"1,5-octadienone",87.91,,,,,,
35,TA 2,6,2,4.91,"2,3-Octanedione",87.84,,,,,,
35,TA 2,6,2,4.91,2-Octanone,87.43,,,,,,
35,TA 2,6,2,4.91,Octanal,89.31,,,,,,
35,TA 2,6,2,4.91,propionylpyrroline,88.73,,,,,,
35,TA 2,6,2,4.91,trimethylpyrazine,88.71,,,,,,
35,TA 2,6,2,4.91,2-Propionylpyrrole,88.55,,,,,,
35,TA 2,6,2,4.91,3-Octanol,88.54,,,,,,
35,TA 2,6,2,4.91,"2,4-Heptadienal, (E,E)-",95.76,,,,,,
35,TA 2,6,2,4.91,2-(2-Ethoxyethoxy)ethanol,95.61,,,,,,
35,TA 2,6,2,4.91,"2,4-Heptadienal (Z,Z)",95.5,,,,,,
35,TA 2,6,2,4.91,Glycerol,94.68,,,,,,
35,TA 2,6,2,4.91,"(E,Z)-2,4-Heptadienal",94.51,,,,,,
35,TA 2,6,2,4.91,delta-Valerolactone,97.32,,,,,,
35,TA 2,6,2,4.91,Hexanoic acid,97.18,,,,,,
35,TA 2,6,2,4.91,Phenol,96.33,,,,,,
35,TA 2,6,2,4.91,Glycerol,95.15,,,,,,
35,TA 2,6,2,4.91,dodecane,90,,,,,,
35,TA 2,6,2,4.91,Phenol,89.07,,,,,,
35,TA 2,6,2,4.91,Hexanoic acid,87.44,,,,,,
35,TA 2,6,2,4.91,Methyl cyclohexanecarboxylate,87.37,,,,,,
35,TA 2,6,2,4.91,n-nonanal,86.16,,,,,,
35,TA 2,6,2,4.91,ethyl 3-(methylthio)propanoate,85.97,,,,,,
35,TA 2,6,2,4.91,n-Hexylbenzene,97.41,,,,,,
35,TA 2,6,2,4.91,1-p-menthen-8-thiol,96.67,,,,,,
35,TA 2,6,2,4.91,Triethyl phosphate,96.38,,,,,,
35,TA 2,6,2,4.91,(R)-linden ether,96.32,,,,,,
35,TA 2,6,2,4.91,Tridecane,96.32,,,,,,
35,TA 2,6,2,4.91,Naphthalene,87.83,,,,,,
35,TA 2,6,2,4.91,quinoxaline,87.44,,,,,,
35,TA 2,6,2,4.91,Citronellol,87.4,,,,,,
35,TA 2,6,2,4.91,"(E, E)-2,4-Nonadienal",87.2,,,,,,
35,TA 2,6,2,4.91,Nerol,87.14,,,,,,
35,TA 2,6,2,4.91,Caprolactam,16.02,,,,,,
35,TA 2,6,2,4.91,delta-octalactone,15.94,,,,,,
35,TA 2,6,2,4.91,[E]-whiskey lactone,15.94,,,,,,
35,TA 2,6,2,4.91,Anisyl alcohol,15.78,,,,,,
35,TA 2,6,2,4.91,indole,15.66,,,,,,
36,TA 2,6,2,4.18,Trimethylamine,23.49,,,,,,
36,TA 2,6,2,4.18,Methanethiol,22.13,,,,,,
36,TA 2,6,2,4.18,Acetaldehyde,67.33,,,,,,
36,TA 2,6,2,4.18,Methanol,64.93,,,,,,
36,TA 2,6,2,4.18,Methanethiol,64.58,,,,,,
36,TA 2,6,2,4.18,Methyl formate,28.4,,,,,,
36,TA 2,6,2,4.18,Pentane,4.72,,,,,,
36,TA 2,6,2,4.18,Methanol,77.89,,,,,,
36,TA 2,6,2,4.18,Acetaldehyde,74.91,,,,,,
36,TA 2,6,2,4.18,Methyl formate,73.34,,,,,,
36,TA 2,6,2,4.18,Methanethiol,70.79,,,,,,
36,TA 2,6,2,4.18,Pentane,1.08,,,,,,
36,TA 2,6,2,4.18,Propanal,95.02,,,,,,
36,TA 2,6,2,4.18,Propenal,94.81,,,,,,
36,TA 2,6,2,4.18,ethyl chloride,93.23,,,,,,
36,TA 2,6,2,4.18,ethanol,92.4,,,,,,
36,TA 2,6,2,4.18,propan-2-one,90.32,,,,,,
36,TA 2,6,2,4.18,Methyl acetate,97.57,,,,,,
36,TA 2,6,2,4.18,dimethyl sulfide,95.14,,,,,,
36,TA 2,6,2,4.18,propan-2-one,95.02,,,,,,
36,TA 2,6,2,4.18,2-propanol,92.78,,,,,,
36,TA 2,6,2,4.18,2-Methyl-2-propanol,92.7,,,,,,
36,TA 2,6,2,4.18,"butane-2,3-dione",90.84,,,,,,
36,TA 2,6,2,4.18,Butanal,89.91,,,,,,
36,TA 2,6,2,4.18,3-Buten-2-one,89.18,,,,,,
36,TA 2,6,2,4.18,butan-2-one,88.11,,,,,,
36,TA 2,6,2,4.18,S(+)-2-butanol,87.56,,,,,,
36,TA 2,6,2,4.18,"butane-2,3-dione",83.57,,,,,,
36,TA 2,6,2,4.18,S(+)-2-butanol,82.82,,,,,,
36,TA 2,6,2,4.18,2-butanol,82.4,,,,,,
36,TA 2,6,2,4.18,butan-2-one,82.01,,,,,,
36,TA 2,6,2,4.18,Butanal,81.6,,,,,,
36,TA 2,6,2,4.18,"1,2-Dichloropropane",58.82,,,,,,
36,TA 2,6,2,4.18,Pentanal,58.71,,,,,,
36,TA 2,6,2,4.18,Ethyl acrylate,58.68,,,,,,
36,TA 2,6,2,4.18,Dibromomethane,57.99,,,,,,
36,TA 2,6,2,4.18,Methyl butanoate,57.92,,,,,,
36,TA 2,6,2,4.18,Formic acid,85.17,,,,,,
36,TA 2,6,2,4.18,"2,3-Pentanedione",82.39,,,,,,
36,TA 2,6,2,4.18,Methyl butanoate,82.36,,,,,,
36,TA 2,6,2,4.18,Dibromomethane,82.25,,,,,,
36,TA 2,6,2,4.18,"Methane, bromodichloro-",82,,,,,,
36,TA 2,6,2,4.18,1-hexen-3-ol,70.75,,,,,,
36,TA 2,6,2,4.18,3-Methylfuran,70.66,,,,,,
36,TA 2,6,2,4.18,(E)-2-penten-1-ol,70.55,,,,,,
36,TA 2,6,2,4.18,pentanol,70.47,,,,,,
36,TA 2,6,2,4.18,"Ethane, 1,1,2-trichloro-",69.96,,,,,,
36,TA 2,6,2,4.18,EDB,96.71,,,,,,
36,TA 2,6,2,4.18,2-hexanol,96.68,,,,,,
36,TA 2,6,2,4.18,Dibromochloromethane,96.2,,,,,,
36,TA 2,6,2,4.18,3-hexanol,96.14,,,,,,
36,TA 2,6,2,4.18,(Z)-3-hexenal,96.03,,,,,,
36,TA 2,6,2,4.18,Butyl 2-propenoate,97.6,,,,,,
36,TA 2,6,2,4.18,"2-Pentanone, 3-mercapto-",97.52,,,,,,
36,TA 2,6,2,4.18,Butyl propanoate,97.19,,,,,,
36,TA 2,6,2,4.18,Propyl 2-methyl-2-propenoate,97.07,,,,,,
36,TA 2,6,2,4.18,Pentyl acetate,96.77,,,,,,
36,TA 2,6,2,4.18,pentanoic acid,74.78,,,,,,
36,TA 2,6,2,4.18,3-mercapto-4-methyl-2-pentanone,63.45,,,,,,
36,TA 2,6,2,4.18,1-Octen-3-ol,47.78,,,,,,
36,TA 2,6,2,4.18,"1,5-octadienone",47.69,,,,,,
36,TA 2,6,2,4.18,octadienone,47.64,,,,,,
37,TA 2,6,2,4.23,Acetaldehyde,95.4,,,,,,
37,TA 2,6,2,4.23,Methanol,92,,,,,,
37,TA 2,6,2,4.23,Methanethiol,91.7,,,,,,
37,TA 2,6,2,4.23,Methyl formate,17.37,,,,,,
37,TA 2,6,2,4.23,Pentane,6.46,,,,,,
37,TA 2,6,2,4.23,Methanol,45.04,,,,,,
37,TA 2,6,2,4.23,Methyl formate,42.31,,,,,,
37,TA 2,6,2,4.23,Acetaldehyde,37.14,,,,,,
37,TA 2,6,2,4.23,Methanethiol,35.1,,,,,,
37,TA 2,6,2,4.23,Pentane,2.59,,,,,,
37,TA 2,6,2,4.23,Methanol,85.52,,,,,,
37,TA 2,6,2,4.23,ethyl chloride,83.69,,,,,,
37,TA 2,6,2,4.23,Diethyl ether,1.34,,,,,,
37,TA 2,6,2,4.23,Furan,1.28,,,,,,
37,TA 2,6,2,4.23,Methyl chloride, ,,,,,,
37,TA 2,6,2,4.23,Propanal,95.01,,,,,,
37,TA 2,6,2,4.23,Propenal,94.8,,,,,,
37,TA 2,6,2,4.23,ethyl chloride,94.25,,,,,,
37,TA 2,6,2,4.23,ethanol,92.38,,,,,,
37,TA 2,6,2,4.23,dimethyl sulfide,89.07,,,,,,
37,TA 2,6,2,4.23,Methyl acetate,87.95,,,,,,
37,TA 2,6,2,4.23,propan-2-one,86.86,,,,,,
37,TA 2,6,2,4.23,dimethyl sulfide,86.66,,,,,,
37,TA 2,6,2,4.23,2-propanol,83.63,,,,,,
37,TA 2,6,2,4.23,2-Methyl-2-propanol,83.56,,,,,,
37,TA 2,6,2,4.23,Ethyl Acetate,91.57,,,,,,
37,TA 2,6,2,4.23,"2,2-dichloropropane",91.37,,,,,,
37,TA 2,6,2,4.23,1-propanethiol,90.83,,,,,,
37,TA 2,6,2,4.23,"Ethene, 1,2-dichloro, (Z)-",90.49,,,,,,
37,TA 2,6,2,4.23,Methyl 2-propenoate,90.48,,,,,,
37,TA 2,6,2,4.23,Methyl 2-propenoate,79.37,,,,,,
37,TA 2,6,2,4.23,"Ethene, 1,2-dichloro, (Z)-",79.13,,,,,,
37,TA 2,6,2,4.23,"2,2-dichloropropane",79,,,,,,
37,TA 2,6,2,4.23,butan-2-one,78.93,,,,,,
37,TA 2,6,2,4.23,Ethyl Acetate,78.83,,,,,,
37,TA 2,6,2,4.23,butan-2-one,52.11,,,,,,
37,TA 2,6,2,4.23,2-butanol,51.85,,,,,,
37,TA 2,6,2,4.23,S(+)-2-butanol,51.59,,,,,,
37,TA 2,6,2,4.23,Chloroform,51.43,,,,,,
37,TA 2,6,2,4.23,"Methane, bromochloro-",51.04,,,,,,
37,TA 2,6,2,4.23,Chloroform,53.47,,,,,,
37,TA 2,6,2,4.23,"Methane, bromochloro-",53.36,,,,,,
37,TA 2,6,2,4.23,"1-Propanol, 2-methyl-",52.97,,,,,,
37,TA 2,6,2,4.23,1-Butanamine,52.64,,,,,,
37,TA 2,6,2,4.23,"1,2-Dichloroethane",52.37,,,,,,
37,TA 2,6,2,4.23,3-methylheptane,45.66,,,,,,
37,TA 2,6,2,4.23,3-Ethylhexane,45.48,,,,,,
37,TA 2,6,2,4.23,2-Methylheptane,45.15,,,,,,
37,TA 2,6,2,4.23,4-Methylheptane,45.09,,,,,,
37,TA 2,6,2,4.23,1-Chloropentane,43.55,,,,,,
37,TA 2,6,2,4.23,3-Ethylhexane,52.5,,,,,,
37,TA 2,6,2,4.23,3-methylheptane,52.43,,,,,,
37,TA 2,6,2,4.23,2-Methylheptane,51.77,,,,,,
37,TA 2,6,2,4.23,1-Chloropentane,51.73,,,,,,
37,TA 2,6,2,4.23,4-Methylheptane,51.71,,,,,,
37,TA 2,6,2,4.23,pentanol,70.02,,,,,,
37,TA 2,6,2,4.23,1-hexen-3-ol,69.99,,,,,,
37,TA 2,6,2,4.23,(E)-2-penten-1-ol,69.86,,,,,,
37,TA 2,6,2,4.23,"Ethane, 1,1,2-trichloro-",69.22,,,,,,
37,TA 2,6,2,4.23,1-Hexen-3-one,69.03,,,,,,
37,TA 2,6,2,4.23,2-hexanol,93.19,,,,,,
37,TA 2,6,2,4.23,EDB,93.07,,,,,,
37,TA 2,6,2,4.23,Dibromochloromethane,93.04,,,,,,
37,TA 2,6,2,4.23,(Z)-3-hexenal,92.88,,,,,,
37,TA 2,6,2,4.23,Hexanal,92.72,,,,,,
37,TA 2,6,2,4.23,2-methylpropanoic acid,47.55,,,,,,
37,TA 2,6,2,4.23,"Formamide, N,N-dimethyl-",46.4,,,,,,
37,TA 2,6,2,4.23,"2,3-Butanediol",46.16,,,,,,
37,TA 2,6,2,4.23,Butanoic acid,33.03,,,,,,
37,TA 2,6,2,4.23,2-Cyclopenten-1-one,32.59,,,,,,
38,TA 2,6,2,4.55,Trimethylamine,33.66,,,,,,
38,TA 2,6,2,4.55,Methanethiol,32.04,,,,,,
38,TA 2,6,2,4.55,Pentane,81.45,,,,,,
38,TA 2,6,2,4.55,Acetaldehyde,72.64,,,,,,
38,TA 2,6,2,4.55,Methanol,69.98,,,,,,
38,TA 2,6,2,4.55,Methanethiol,69.97,,,,,,
38,TA 2,6,2,4.55,Methyl formate,24.16,,,,,,
38,TA 2,6,2,4.55,Methanol,52.44,,,,,,
38,TA 2,6,2,4.55,Acetaldehyde,50.43,,,,,,
38,TA 2,6,2,4.55,Methyl formate,49.21,,,,,,
38,TA 2,6,2,4.55,Methanethiol,47.66,,,,,,
38,TA 2,6,2,4.55,Pentane,39.01,,,,,,
38,TA 2,6,2,4.55,Propanal,94.93,,,,,,
38,TA 2,6,2,4.55,Propenal,94.72,,,,,,
38,TA 2,6,2,4.55,ethyl chloride,93.82,,,,,,
38,TA 2,6,2,4.55,ethanol,92.31,,,,,,
38,TA 2,6,2,4.55,propan-2-one,90.15,,,,,,
38,TA 2,6,2,4.55,Methyl acetate,95.1,,,,,,
38,TA 2,6,2,4.55,propan-2-one,93.67,,,,,,
38,TA 2,6,2,4.55,dimethyl sulfide,93.53,,,,,,
38,TA 2,6,2,4.55,2-propanol,90.42,,,,,,
38,TA 2,6,2,4.55,2-Methyl-2-propanol,90.34,,,,,,
38,TA 2,6,2,4.55,"Ethene, 1,2-dichloro, (Z)-",87.49,,,,,,
38,TA 2,6,2,4.55,Methyl 2-propenoate,87.47,,,,,,
38,TA 2,6,2,4.55,1-propanethiol,87.18,,,,,,
38,TA 2,6,2,4.55,Ethyl Acetate,86.95,,,,,,
38,TA 2,6,2,4.55,"2,2-dichloropropane",86,,,,,,
38,TA 2,6,2,4.55,butan-2-one,90.86,,,,,,
38,TA 2,6,2,4.55,2-butanol,90.56,,,,,,
38,TA 2,6,2,4.55,S(+)-2-butanol,90.1,,,,,,
38,TA 2,6,2,4.55,Chloroform,90.03,,,,,,
38,TA 2,6,2,4.55,"Methane, bromochloro-",89.34,,,,,,
38,TA 2,6,2,4.55,1-penten-3-one,77.58,,,,,,
38,TA 2,6,2,4.55,1-methoxy-2-propanol,76.85,,,,,,
38,TA 2,6,2,4.55,pent-1-en-3-ol,76.66,,,,,,
38,TA 2,6,2,4.55,3-Pentanone,76.64,,,,,,
38,TA 2,6,2,4.55,pentan-2-one,76.41,,,,,,
38,TA 2,6,2,4.55,"2,3-Pentanedione",99.36,,,,,,
38,TA 2,6,2,4.55,Methyl butanoate,99.16,,,,,,
38,TA 2,6,2,4.55,Dibromomethane,99.03,,,,,,
38,TA 2,6,2,4.55,Ethyl acrylate,98.43,,,,,,
38,TA 2,6,2,4.55,Pentanal,98.41,,,,,,
38,TA 2,6,2,4.55,ethylcyclohexane,96.71,,,,,,
38,TA 2,6,2,4.55,3-Methylfuran,96.1,,,,,,
38,TA 2,6,2,4.55,Propylcyclopentane,95.69,,,,,,
38,TA 2,6,2,4.55,3-methyl-2-butene-1-thiol,94.27,,,,,,
38,TA 2,6,2,4.55,4-Ethenylcyclohexene,94.23,,,,,,
38,TA 2,6,2,4.55,pentanol,70.89,,,,,,
38,TA 2,6,2,4.55,1-hexen-3-ol,70.85,,,,,,
38,TA 2,6,2,4.55,(E)-2-penten-1-ol,70.72,,,,,,
38,TA 2,6,2,4.55,"Ethane, 1,1,2-trichloro-",70.07,,,,,,
38,TA 2,6,2,4.55,1-Hexen-3-one,69.88,,,,,,
38,TA 2,6,2,4.55,2-hexanol,98.92,,,,,,
38,TA 2,6,2,4.55,EDB,98.89,,,,,,
38,TA 2,6,2,4.55,Dibromochloromethane,98.71,,,,,,
38,TA 2,6,2,4.55,(Z)-3-hexenal,98.54,,,,,,
38,TA 2,6,2,4.55,Hexanal,98.38,,,,,,
38,TA 2,6,2,4.55,5-Methyl-4-nonene,96.06,,,,,,
38,TA 2,6,2,4.55,4-Heptanol,57.04,,,,,,
38,TA 2,6,2,4.55,1-Hexanol,56.86,,,,,,
38,TA 2,6,2,4.55,(Z)-2-Hexen-1-ol,56.64,,,,,,
38,TA 2,6,2,4.55,E-2-Hexen-1-ol,56.45,,,,,,
38,TA 2,6,2,4.55,"2,6-Dimethyl-3-octene",89.52,,,,,,
38,TA 2,6,2,4.55,heptan-2-ol,89.1,,,,,,
38,TA 2,6,2,4.55,"2,5-Dimethylpyrazine",88.38,,,,,,
38,TA 2,6,2,4.55,Cyclohexanone,88.37,,,,,,
38,TA 2,6,2,4.55,"Butane, 1,4-dichloro-",88.25,,,,,,
38,TA 2,6,2,4.55,1-Octen-3-ol,95.91,,,,,,
38,TA 2,6,2,4.55,octadienone,95.89,,,,,,
38,TA 2,6,2,4.55,"1,5-octadienone",95.76,,,,,,
38,TA 2,6,2,4.55,"2,3-Octanedione",95.67,,,,,,
38,TA 2,6,2,4.55,Butyl methacrylate,95.22,,,,,,
38,TA 2,6,2,4.55,Octanal,97.61,,,,,,
38,TA 2,6,2,4.55,propionylpyrroline,97,,,,,,
38,TA 2,6,2,4.55,trimethylpyrazine,96.95,,,,,,
38,TA 2,6,2,4.55,2-Propionylpyrrole,96.81,,,,,,
38,TA 2,6,2,4.55,3-Octanol,96.77,,,,,,
38,TA 2,6,2,4.55,"3,5-Octadien-2-one",96.24,,,,,,
38,TA 2,6,2,4.55,"2-Octenal, (E)-",96.12,,,,,,
38,TA 2,6,2,4.55,4-Nonanol,95.85,,,,,,
38,TA 2,6,2,4.55,Linalool,95.62,,,,,,
38,TA 2,6,2,4.55,"(Z,Z)-3,6-nonadienal",95.45,,,,,,
38,TA 2,6,2,4.55,n-nonanal,90.3,,,,,,
38,TA 2,6,2,4.55,ethyl 3-(methylthio)propanoate,90.12,,,,,,
38,TA 2,6,2,4.55,Fenchol,90.07,,,,,,
38,TA 2,6,2,4.55,2-nonanol,89.57,,,,,,
38,TA 2,6,2,4.55,Ethyl cyclohexanecarboxylate,89.56,,,,,,
38,TA 2,6,2,4.55,Tridecane,86.06,,,,,,
38,TA 2,6,2,4.55,Triethyl phosphate,81.04,,,,,,
38,TA 2,6,2,4.55,"Phenol, 2,6-dimethyl-",80.82,,,,,,
38,TA 2,6,2,4.55,2-Phenylethanol,80.53,,,,,,
38,TA 2,6,2,4.55,2-formyl-5-methylthiophene,79.76,,,,,,
38,TA 2,6,2,4.55,Triethyl phosphate,97.75,,,,,,
38,TA 2,6,2,4.55,"Phenol, 2,6-dimethyl-",97.5,,,,,,
38,TA 2,6,2,4.55,homofuraneol,97.18,,,,,,
38,TA 2,6,2,4.55,Maltol,96.75,,,,,,
38,TA 2,6,2,4.55,ethyl-4-hydroxymethyl- 3(2H)-Furanone,96.74,,,,,,
38,TA 2,6,2,4.55,(E)-Cinnamaldehyde,64.18,,,,,,
38,TA 2,6,2,4.55,4-Octanolide,63.65,,,,,,
38,TA 2,6,2,4.55,Thymol,63.58,,,,,,
38,TA 2,6,2,4.55,Anisyl alcohol,63.41,,,,,,
38,TA 2,6,2,4.55,p-Anisaldehyde,62.79,,,,,,
38,TA 2,6,2,4.55,bis(2-furylmethyl) sulfide,76.01,,,,,,
38,TA 2,6,2,4.55,Methyl eugenol,75.84,,,,,,
38,TA 2,6,2,4.55,"1,2,4-Thiadiazole, 5-ethoxy-3-(trichloromethyl)-",75.4,,,,,,
38,TA 2,6,2,4.55,"Carbamothioic acid, butylethyl, S-propyl ester",75.31,,,,,,
38,TA 2,6,2,4.55,2-Tridecanone,70,,,,,,
39,TA 2,6,2,4.15,Trimethylamine,64.09,,,,,,
39,TA 2,6,2,4.15,Acetaldehyde,85.73,,,,,,
39,TA 2,6,2,4.15,Methanol,82.45,,,,,,
39,TA 2,6,2,4.15,Methanethiol,82.18,,,,,,
39,TA 2,6,2,4.15,2-Methylbutane,80.18,,,,,,
39,TA 2,6,2,4.15,Pentane,78.45,,,,,,
39,TA 2,6,2,4.15,Acetaldehyde,43.68,,,,,,
39,TA 2,6,2,4.15,Methanol,43.56,,,,,,
39,TA 2,6,2,4.15,Methanethiol,41.3,,,,,,
39,TA 2,6,2,4.15,Pentane,41.11,,,,,,
39,TA 2,6,2,4.15,2-Methylbutane,40.29,,,,,,
39,TA 2,6,2,4.15,ethyl chloride,76.32,,,,,,
39,TA 2,6,2,4.15,ethanol,75.54,,,,,,
39,TA 2,6,2,4.15,Furan,16.68,,,,,,
39,TA 2,6,2,4.15,Diethyl ether,1.6,,,,,,
39,TA 2,6,2,4.15,Methyl chloride, ,,,,,,
39,TA 2,6,2,4.15,Propanal,95.14,,,,,,
39,TA 2,6,2,4.15,Propenal,94.93,,,,,,
39,TA 2,6,2,4.15,ethyl chloride,94.12,,,,,,
39,TA 2,6,2,4.15,ethanol,92.52,,,,,,
39,TA 2,6,2,4.15,propan-2-one,90.53,,,,,,
39,TA 2,6,2,4.15,Methyl acetate,87.98,,,,,,
39,TA 2,6,2,4.15,dimethyl sulfide,86.46,,,,,,
39,TA 2,6,2,4.15,propan-2-one,86.42,,,,,,
39,TA 2,6,2,4.15,2-propanol,83.66,,,,,,
39,TA 2,6,2,4.15,2-Methyl-2-propanol,83.58,,,,,,
39,TA 2,6,2,4.15,2-methylfuran,92.01,,,,,,
39,TA 2,6,2,4.15,methylcyclopentane,91.49,,,,,,
39,TA 2,6,2,4.15,2-Methyl-2-propanethiol,89.98,,,,,,
39,TA 2,6,2,4.15,Ethyl Acetate,89.77,,,,,,
39,TA 2,6,2,4.15,"2,2-dichloropropane",89.58,,,,,,
39,TA 2,6,2,4.15,Ethyl Acetate,91.27,,,,,,
39,TA 2,6,2,4.15,"2,2-dichloropropane",91.08,,,,,,
39,TA 2,6,2,4.15,1-propanethiol,90.7,,,,,,
39,TA 2,6,2,4.15,"Ethene, 1,2-dichloro, (Z)-",90.2,,,,,,
39,TA 2,6,2,4.15,Methyl 2-propenoate,90.19,,,,,,
39,TA 2,6,2,4.15,Methyl 2-propenoate,75.98,,,,,,
39,TA 2,6,2,4.15,"Ethene, 1,2-dichloro, (Z)-",75.74,,,,,,
39,TA 2,6,2,4.15,"2,2-dichloropropane",75.53,,,,,,
39,TA 2,6,2,4.15,butan-2-one,75.38,,,,,,
39,TA 2,6,2,4.15,Ethyl Acetate,75.37,,,,,,
39,TA 2,6,2,4.15,Heptane,84.73,,,,,,
39,TA 2,6,2,4.15,"2,2,4-Trimethylpentane",82.2,,,,,,
39,TA 2,6,2,4.15,3-Ethylpentane,81.47,,,,,,
39,TA 2,6,2,4.15,Hexamethyldisiloxane,80.4,,,,,,
39,TA 2,6,2,4.15,3-Methylhexane,79.45,,,,,,
39,TA 2,6,2,4.15,acetic acid,56.02,,,,,,
39,TA 2,6,2,4.15,Formic acid,53.6,,,,,,
39,TA 2,6,2,4.15,Pentanal,18.1,,,,,,
39,TA 2,6,2,4.15,"1,2-Dichloropropane",18.05,,,,,,
39,TA 2,6,2,4.15,Ethyl acrylate,18,,,,,,
39,TA 2,6,2,4.15,3-Ethylhexane,96.73,,,,,,
39,TA 2,6,2,4.15,3-methylheptane,96.6,,,,,,
39,TA 2,6,2,4.15,1-Chloropentane,95.7,,,,,,
39,TA 2,6,2,4.15,2-Methylheptane,95.43,,,,,,
39,TA 2,6,2,4.15,4-Methylheptane,95.3,,,,,,
39,TA 2,6,2,4.15,ethylcyclohexane,88.31,,,,,,
39,TA 2,6,2,4.15,Propylcyclopentane,87.38,,,,,,
39,TA 2,6,2,4.15,3-methyl-2-butene-1-thiol,86.1,,,,,,
39,TA 2,6,2,4.15,4-Ethenylcyclohexene,86.06,,,,,,
39,TA 2,6,2,4.15,1-pentanethiol,85.42,,,,,,
39,TA 2,6,2,4.15,3-Methylfuran,93.9,,,,,,
39,TA 2,6,2,4.15,Acetoin,82.21,,,,,,
39,TA 2,6,2,4.15,pentanol,72.15,,,,,,
39,TA 2,6,2,4.15,1-hexen-3-ol,72.08,,,,,,
39,TA 2,6,2,4.15,(E)-2-penten-1-ol,71.97,,,,,,
39,TA 2,6,2,4.15,2-hexanol,98.1,,,,,,
39,TA 2,6,2,4.15,EDB,97.96,,,,,,
39,TA 2,6,2,4.15,Dibromochloromethane,97.87,,,,,,
39,TA 2,6,2,4.15,(Z)-3-hexenal,97.71,,,,,,
39,TA 2,6,2,4.15,3-hexanol,97.56,,,,,,
39,TA 2,6,2,4.15,1-Hydroxy-2-(methylthio)-ethane,97.78,,,,,,
39,TA 2,6,2,4.15,furfural,97.48,,,,,,
39,TA 2,6,2,4.15,2-Cyclopenten-1-one,96.51,,,,,,
39,TA 2,6,2,4.15,Butanoic acid,95.23,,,,,,
39,TA 2,6,2,4.15,cis-3-Hexenol,94.4,,,,,,
39,TA 2,6,2,4.15,Cyclohexanol,97.84,,,,,,
39,TA 2,6,2,4.15,(Z)-2-Hexen-1-ol,97.78,,,,,,
39,TA 2,6,2,4.15,4-Heptanol,97.15,,,,,,
39,TA 2,6,2,4.15,1-Hexanol,96.8,,,,,,
39,TA 2,6,2,4.15,3-heptanol,96.69,,,,,,
39,TA 2,6,2,4.15,1-Octen-3-ol,85.09,,,,,,
39,TA 2,6,2,4.15,octadienone,84.96,,,,,,
39,TA 2,6,2,4.15,"1,5-octadienone",84.93,,,,,,
39,TA 2,6,2,4.15,"2,3-Octanedione",84.77,,,,,,
39,TA 2,6,2,4.15,2-Octanone,84.55,,,,,,
39,TA 2,6,2,4.15,Octanal,92.95,,,,,,
39,TA 2,6,2,4.15,propionylpyrroline,92.47,,,,,,
39,TA 2,6,2,4.15,trimethylpyrazine,92.32,,,,,,
39,TA 2,6,2,4.15,2-Propionylpyrrole,92.29,,,,,,
39,TA 2,6,2,4.15,3-Octanol,92.14,,,,,,
39,TA 2,6,2,4.15,n-nonanal,93.58,,,,,,
39,TA 2,6,2,4.15,ethyl 3-(methylthio)propanoate,93.48,,,,,,
39,TA 2,6,2,4.15,Fenchol,93.42,,,,,,
39,TA 2,6,2,4.15,Ethyl cyclohexanecarboxylate,92.92,,,,,,
39,TA 2,6,2,4.15,2-nonanol,92.82,,,,,,
39,TA 2,6,2,4.15,n-Hexylbenzene,90.7,,,,,,
39,TA 2,6,2,4.15,1-p-menthen-8-thiol,90.14,,,,,,
39,TA 2,6,2,4.15,Tridecane,89.76,,,,,,
39,TA 2,6,2,4.15,(R)-linden ether,89.74,,,,,,
39,TA 2,6,2,4.15,Triethyl phosphate,74.86,,,,,,
39,TA 2,6,2,4.15,Methyl eugenol,51.72,,,,,,
39,TA 2,6,2,4.15,p-menthadienhydroperoxide,50.74,,,,,,
39,TA 2,6,2,4.15,delta-Nonalactone,90.96,,,,,,
39,TA 2,6,2,4.15,Skatole,90.7,,,,,,
39,TA 2,6,2,4.15,Methyl eugenol,90.24,,,,,,
40,TA 2,6,2,4.54,Acetaldehyde,98.52,,,,,,
40,TA 2,6,2,4.54,Methanol,95,,,,,,
40,TA 2,6,2,4.54,Methanethiol,94.99,,,,,,
40,TA 2,6,2,4.54,Methyl formate,13.92,,,,,,
40,TA 2,6,2,4.54,Pentane,5.31,,,,,,
40,TA 2,6,2,4.54,Methanol,51.53,,,,,,
40,TA 2,6,2,4.54,Acetaldehyde,49.55,,,,,,
