Sample_ID,Treatment,Day,Replicate ,Microbial Load (LOG),VOC,Revalence Index,,,,,
35,TA 2,6,3,4.33,(R)-linden ether,89.04,,,,,
35,TA 2,6,3,4.33,Methyl salicylate,84.11,,,,,
35,TA 2,6,3,4.33,alpha-Terpinen-7-al,85.24,,,,,
35,TA 2,6,3,4.33,Geranial,84.4,,,,,
35,TA 2,6,3,4.33,4-ethylguaiacol,84.35,,,,,
35,TA 2,6,3,4.33,epoxy-2-nonenal,84.16,,,,,
35,TA 2,6,3,4.33,3-Undecanol,83.52,,,,,
35,TA 2,6,3,4.33,Methyl eugenol,77.87,,,,,
35,TA 2,6,3,4.33,p-menthadienhydroperoxide,75.57,,,,,
36,TA 2,6,3,4.30,Trimethylamine,64.62,,,,,
36,TA 2,6,3,4.30,Methanethiol,60.75,,,,,
36,TA 2,6,3,4.30,Acetaldehyde,79.28,,,,,
36,TA 2,6,3,4.30,Methanol,76.53,,,,,
36,TA 2,6,3,4.30,Methanethiol,76.28,,,,,
36,TA 2,6,3,4.30,Pentane,70.91,,,,,
36,TA 2,6,3,4.30,Methyl formate,14.87,,,,,
36,TA 2,6,3,4.30,Methanol,54.05,,,,,
36,TA 2,6,3,4.30,Acetaldehyde,54.01,,,,,
36,TA 2,6,3,4.30,Methanethiol,51.04,,,,,
36,TA 2,6,3,4.30,Methyl formate,33.67,,,,,
36,TA 2,6,3,4.30,Pentane,30.64,,,,,
36,TA 2,6,3,4.30,ethyl chloride,42.23,,,,,
36,TA 2,6,3,4.30,Furan,24.6,,,,,
36,TA 2,6,3,4.30,Diethyl ether,24.44,,,,,
36,TA 2,6,3,4.30,Methyl chloride, ,,,,,
36,TA 2,6,3,4.30,methyl bromide, ,,,,,
36,TA 2,6,3,4.30,Propanal,95.67,,,,,
36,TA 2,6,3,4.30,Propenal,95.46,,,,,
36,TA 2,6,3,4.30,ethyl chloride,94.65,,,,,
36,TA 2,6,3,4.30,ethanol,93.03,,,,,
36,TA 2,6,3,4.30,propan-2-one,90.85,,,,,
36,TA 2,6,3,4.30,Methyl acetate,87.44,,,,,
36,TA 2,6,3,4.30,propan-2-one,86.05,,,,,
36,TA 2,6,3,4.30,dimethyl sulfide,85.93,,,,,
36,TA 2,6,3,4.30,2-propanol,83.14,,,,,
36,TA 2,6,3,4.30,2-Methyl-2-propanol,83.07,,,,,
36,TA 2,6,3,4.30,2-methylfuran,59.49,,,,,
36,TA 2,6,3,4.30,methylcyclopentane,59.11,,,,,
36,TA 2,6,3,4.30,"Ethane, 1,1-dichloro-",58.94,,,,,
36,TA 2,6,3,4.30,Ethyl Acetate,58.59,,,,,
36,TA 2,6,3,4.30,vinyl acetate,58.51,,,,,
36,TA 2,6,3,4.30,"Ethene, 1,2-dichloro, (Z)-",42.54,,,,,
36,TA 2,6,3,4.30,Methyl 2-propenoate,42.53,,,,,
36,TA 2,6,3,4.30,1-propanethiol,42.32,,,,,
36,TA 2,6,3,4.30,Ethyl Acetate,42.24,,,,,
36,TA 2,6,3,4.30,"2,2-dichloropropane",41.78,,,,,
36,TA 2,6,3,4.30,butan-2-one,76.64,,,,,
36,TA 2,6,3,4.30,2-butanol,76.29,,,,,
36,TA 2,6,3,4.30,S(+)-2-butanol,75.91,,,,,
36,TA 2,6,3,4.30,Chloroform,75.9,,,,,
36,TA 2,6,3,4.30,"Methane, bromochloro-",75.32,,,,,
36,TA 2,6,3,4.30,Octane,55,,,,,
36,TA 2,6,3,4.30,(E)-4-octene,54.38,,,,,
36,TA 2,6,3,4.30,1-Octene,54.17,,,,,
36,TA 2,6,3,4.30,3-Ethylhexane,53.2,,,,,
36,TA 2,6,3,4.30,3-methylheptane,53.13,,,,,
36,TA 2,6,3,4.30,(E)-2-Octene,73.91,,,,,
36,TA 2,6,3,4.30,(E)-4-octene,73.25,,,,,
36,TA 2,6,3,4.30,"2,4-Octadiene",73.11,,,,,
36,TA 2,6,3,4.30,Octane,72.08,,,,,
36,TA 2,6,3,4.30,1-Octene,71.71,,,,,
36,TA 2,6,3,4.30,4-Ethylheptane,78.37,,,,,
36,TA 2,6,3,4.30,4-methyl-octane,78.05,,,,,
36,TA 2,6,3,4.30,"2,4-Octadiene",63.12,,,,,
36,TA 2,6,3,4.30,(E)-2-Octene,62.89,,,,,
36,TA 2,6,3,4.30,Propylcyclopentane,61.63,,,,,
36,TA 2,6,3,4.30,3-methyl-octane,74.39,,,,,
36,TA 2,6,3,4.30,3-Ethylheptane,74.39,,,,,
36,TA 2,6,3,4.30,2-Methyl octane,73.2,,,,,
36,TA 2,6,3,4.30,4-methyl-octane,72.87,,,,,
36,TA 2,6,3,4.30,Dibutyl ether,72.71,,,,,
36,TA 2,6,3,4.30,2-hexanol,98.29,,,,,
36,TA 2,6,3,4.30,EDB,98.1,,,,,
36,TA 2,6,3,4.30,Dibromochloromethane,98.02,,,,,
36,TA 2,6,3,4.30,(Z)-3-hexenal,97.85,,,,,
36,TA 2,6,3,4.30,3-hexanol,97.74,,,,,
36,TA 2,6,3,4.30,Dimethyl methylphosphonate,97.3,,,,,
36,TA 2,6,3,4.30,3-Octanone,96.83,,,,,
36,TA 2,6,3,4.30,3-mercapto-4-methyl-2-pentanone,96.64,,,,,
36,TA 2,6,3,4.30,1-octen-3-one,96.37,,,,,
36,TA 2,6,3,4.30,Butyl butanoate,96.1,,,,,
36,TA 2,6,3,4.30,Dimethyl Sulfoxide,65.27,,,,,
36,TA 2,6,3,4.30,Butylbenzene,63.35,,,,,
36,TA 2,6,3,4.30,gamma-Terpinene,63.33,,,,,
36,TA 2,6,3,4.30,"1, 8-cineole",62.18,,,,,
36,TA 2,6,3,4.30,"Benzene, 1,2-dichloro-",61.87,,,,,
36,TA 2,6,3,4.30,n-Hexylbenzene,95.78,,,,,
36,TA 2,6,3,4.30,1-p-menthen-8-thiol,95.66,,,,,
36,TA 2,6,3,4.30,Tridecane,95.05,,,,,
36,TA 2,6,3,4.30,(R)-linden ether,94.96,,,,,
36,TA 2,6,3,4.30,homofuraneol,87.91,,,,,
36,TA 2,6,3,4.30,(E)-Cinnamaldehyde,76.77,,,,,
36,TA 2,6,3,4.30,epoxy-2-nonenal,76.34,,,,,
36,TA 2,6,3,4.30,4-ethylguaiacol,76.26,,,,,
36,TA 2,6,3,4.30,Geranial,76.24,,,,,
36,TA 2,6,3,4.30,Thymol,75.88,,,,,
36,TA 2,6,3,4.30,Thymol,78.85,,,,,
36,TA 2,6,3,4.30,Anisyl alcohol,78.65,,,,,
36,TA 2,6,3,4.30,[E]-whiskey lactone,77.98,,,,,
36,TA 2,6,3,4.30,4-Octanolide,77.89,,,,,
36,TA 2,6,3,4.30,(E)-Cinnamaldehyde,77.69,,,,,
36,TA 2,6,3,4.30,Caprolactam,82.07,,,,,
36,TA 2,6,3,4.30,delta-octalactone,81.92,,,,,
36,TA 2,6,3,4.30,[E]-whiskey lactone,81.91,,,,,
36,TA 2,6,3,4.30,Anisyl alcohol,81.09,,,,,
36,TA 2,6,3,4.30,indole,80.51,,,,,
36,TA 2,6,3,4.30,Methyl eugenol,94.61,,,,,
36,TA 2,6,3,4.30,p-menthadienhydroperoxide,91.91,,,,,
37,TA 2,6,3,5.27,Acetaldehyde,61.48,,,,,
37,TA 2,6,3,5.27,Methanol,59.12,,,,,
37,TA 2,6,3,5.27,Methanethiol,58.93,,,,,
37,TA 2,6,3,5.27,2-Methylbutane,57.49,,,,,
37,TA 2,6,3,5.27,Pentane,3.94,,,,,
37,TA 2,6,3,5.27,Acetaldehyde,22.95,,,,,
37,TA 2,6,3,5.27,Methanol,22.88,,,,,
37,TA 2,6,3,5.27,Methanethiol,21.74,,,,,
37,TA 2,6,3,5.27,Pentane,1.51,,,,,
37,TA 2,6,3,5.27,Diethyl ether,1.49,,,,,
37,TA 2,6,3,5.27,Propanal,94.91,,,,,
37,TA 2,6,3,5.27,Propenal,94.7,,,,,
37,TA 2,6,3,5.27,ethyl chloride,93.55,,,,,
37,TA 2,6,3,5.27,ethanol,92.29,,,,,
37,TA 2,6,3,5.27,propan-2-one,90.48,,,,,
37,TA 2,6,3,5.27,Methyl acetate,94.18,,,,,
37,TA 2,6,3,5.27,dimethyl sulfide,92.39,,,,,
37,TA 2,6,3,5.27,propan-2-one,92.18,,,,,
37,TA 2,6,3,5.27,2-propanol,89.55,,,,,
37,TA 2,6,3,5.27,2-Methyl-2-propanol,89.47,,,,,
37,TA 2,6,3,5.27,"butane-2,3-dione",84.86,,,,,
37,TA 2,6,3,5.27,Butanal,84.57,,,,,
37,TA 2,6,3,5.27,3-Buten-2-one,83.89,,,,,
37,TA 2,6,3,5.27,vinyl acetate,82.36,,,,,
37,TA 2,6,3,5.27,butan-2-one,82.31,,,,,
37,TA 2,6,3,5.27,Chloroform,89.47,,,,,
37,TA 2,6,3,5.27,"Methane, bromochloro-",88.78,,,,,
37,TA 2,6,3,5.27,butan-2-one,88.32,,,,,
37,TA 2,6,3,5.27,2-butanol,87.99,,,,,
37,TA 2,6,3,5.27,"Ethene, 1,2-dichloro, (Z)-",87.93,,,,,
37,TA 2,6,3,5.27,Toluene,78.89,,,,,
37,TA 2,6,3,5.27,ethyl isobutyrate,78.87,,,,,
37,TA 2,6,3,5.27,2-methylthiophene,78.66,,,,,
37,TA 2,6,3,5.27,"Cis-1,3-dichloropropene",78.15,,,,,
37,TA 2,6,3,5.27,Methyl 2-methylbutanoate,77.74,,,,,
37,TA 2,6,3,5.27,3-Methylfuran,96.1,,,,,
37,TA 2,6,3,5.27,"2,4-Octadiene",84.31,,,,,
37,TA 2,6,3,5.27,(E)-4-octene,84.27,,,,,
37,TA 2,6,3,5.27,ethyl butyrate,84.06,,,,,
37,TA 2,6,3,5.27,(E)-2-Octene,84.01,,,,,
37,TA 2,6,3,5.27,1-hexen-3-ol,98.05,,,,,
37,TA 2,6,3,5.27,pentanol,97.98,,,,,
37,TA 2,6,3,5.27,(E)-2-penten-1-ol,97.94,,,,,
37,TA 2,6,3,5.27,"Ethane, 1,1,2-trichloro-",96.98,,,,,
37,TA 2,6,3,5.27,1-Hexen-3-one,96.72,,,,,
37,TA 2,6,3,5.27,2-hexanol,77.03,,,,,
37,TA 2,6,3,5.27,EDB,77,,,,,
37,TA 2,6,3,5.27,Dibromochloromethane,76.82,,,,,
37,TA 2,6,3,5.27,(Z)-3-hexenal,76.69,,,,,
37,TA 2,6,3,5.27,3-hexanol,76.6,,,,,
37,TA 2,6,3,5.27,4-ethyl nonane,80.76,,,,,
37,TA 2,6,3,5.27,5-ethyl nonane,80.58,,,,,
37,TA 2,6,3,5.27,"Decane, 5-methyl-",80.34,,,,,
37,TA 2,6,3,5.27,4-methyldecane,79.81,,,,,
37,TA 2,6,3,5.27,Limonene,79.74,,,,,
37,TA 2,6,3,5.27,Dimethyl Sulfoxide,53.16,,,,,
37,TA 2,6,3,5.27,gamma-Terpinene,39.85,,,,,
37,TA 2,6,3,5.27,3-Methyldecane,39.7,,,,,
37,TA 2,6,3,5.27,terpinolene,39.46,,,,,
37,TA 2,6,3,5.27,Undecane,39.46,,,,,
37,TA 2,6,3,5.27,m-cresol,96.71,,,,,
37,TA 2,6,3,5.27,p-Cresol,96.71,,,,,
37,TA 2,6,3,5.27,delta-Hexalactone,95.25,,,,,
37,TA 2,6,3,5.27,n-Hexylbenzene,81.93,,,,,
37,TA 2,6,3,5.27,1-p-menthen-8-thiol,81.42,,,,,
37,TA 2,6,3,5.27,2-Methyltetradecane,94.55,,,,,
37,TA 2,6,3,5.27,3-Methyltetradecane,94.48,,,,,
37,TA 2,6,3,5.27,4-Methyltetradecane,94.32,,,,,
37,TA 2,6,3,5.27,3-Ethyltridecane,94.29,,,,,
37,TA 2,6,3,5.27,n-Nonylcyclopentane,93.86,,,,,
37,TA 2,6,3,5.27,1-Dodecanol,74.66,,,,,
37,TA 2,6,3,5.27,4-Tridecanol,74.18,,,,,
37,TA 2,6,3,5.27,"Carbamothioic acid, butylethyl, S-propyl ester",73.36,,,,,
37,TA 2,6,3,5.27,2-Tridecanone,73.27,,,,,
37,TA 2,6,3,5.27,"1,2,4-Thiadiazole, 5-ethoxy-3-(trichloromethyl)-",73.25,,,,,
39,TA 2,6,3,4.81,Acetaldehyde,21.09,,,,,
39,TA 2,6,3,4.81,Methanethiol,20.99,,,,,
39,TA 2,6,3,4.81,2-Methylbutane,0.09,,,,,
39,TA 2,6,3,4.81,Acetaldehyde,49.7,,,,,
39,TA 2,6,3,4.81,Methanethiol,47.89,,,,,
39,TA 2,6,3,4.81,Methanol,47.8,,,,,
39,TA 2,6,3,4.81,2-Methylbutane,46.72,,,,,
39,TA 2,6,3,4.81,Pentane,36.89,,,,,
39,TA 2,6,3,4.81,Acetaldehyde,16.36,,,,,
39,TA 2,6,3,4.81,Methanol,16.31,,,,,
39,TA 2,6,3,4.81,Methanethiol,15.53,,,,,
39,TA 2,6,3,4.81,Pentane,12.49,,,,,
39,TA 2,6,3,4.81,Diethyl ether,2.04,,,,,
39,TA 2,6,3,4.81,Propanal,95.07,,,,,
39,TA 2,6,3,4.81,Propenal,94.86,,,,,
39,TA 2,6,3,4.81,ethyl chloride,93.97,,,,,
39,TA 2,6,3,4.81,ethanol,92.45,,,,,
39,TA 2,6,3,4.81,propan-2-one,90.46,,,,,
39,TA 2,6,3,4.81,Methyl acetate,85.86,,,,,
39,TA 2,6,3,4.81,dimethyl sulfide,84.44,,,,,
39,TA 2,6,3,4.81,propan-2-one,84.41,,,,,
39,TA 2,6,3,4.81,2-propanol,81.64,,,,,
39,TA 2,6,3,4.81,2-Methyl-2-propanol,81.57,,,,,
39,TA 2,6,3,4.81,"Ethene, 1,2-dichloro, (Z)-",69.21,,,,,
39,TA 2,6,3,4.81,Methyl 2-propenoate,69.2,,,,,
39,TA 2,6,3,4.81,1-propanethiol,68.86,,,,,
39,TA 2,6,3,4.81,Ethyl Acetate,68.73,,,,,
39,TA 2,6,3,4.81,"2,2-dichloropropane",67.98,,,,,
39,TA 2,6,3,4.81,butan-2-one,98.39,,,,,
39,TA 2,6,3,4.81,2-butanol,97.91,,,,,
39,TA 2,6,3,4.81,S(+)-2-butanol,97.41,,,,,
39,TA 2,6,3,4.81,Chloroform,97.34,,,,,
39,TA 2,6,3,4.81,"Methane, bromochloro-",96.59,,,,,
39,TA 2,6,3,4.81,"2,3-Pentanedione",66.27,,,,,
39,TA 2,6,3,4.81,Methyl butanoate,66.23,,,,,
39,TA 2,6,3,4.81,Dibromomethane,66.14,,,,,
39,TA 2,6,3,4.81,Ethyl acrylate,65.74,,,,,
39,TA 2,6,3,4.81,Pentanal,65.7,,,,,
39,TA 2,6,3,4.81,(E)-2-Octene,96.98,,,,,
39,TA 2,6,3,4.81,"2,4-Octadiene",96.63,,,,,
39,TA 2,6,3,4.81,Toluene,56.22,,,,,
39,TA 2,6,3,4.81,2-methylthiophene,56.05,,,,,
39,TA 2,6,3,4.81,ethyl isobutyrate,56.02,,,,,
39,TA 2,6,3,4.81,Acetoin,89.62,,,,,
39,TA 2,6,3,4.81,4-methyl-octane,74.55,,,,,
39,TA 2,6,3,4.81,2-Methyl octane,74.37,,,,,
39,TA 2,6,3,4.81,3-methyl-octane,74.37,,,,,
39,TA 2,6,3,4.81,4-Ethylheptane,74.26,,,,,
39,TA 2,6,3,4.81,pentanol,91.77,,,,,
39,TA 2,6,3,4.81,1-hexen-3-ol,91.76,,,,,
39,TA 2,6,3,4.81,(E)-2-penten-1-ol,91.6,,,,,
39,TA 2,6,3,4.81,"Ethane, 1,1,2-trichloro-",90.76,,,,,
39,TA 2,6,3,4.81,1-Hexen-3-one,90.51,,,,,
39,TA 2,6,3,4.81,2-hexanol,86.17,,,,,
39,TA 2,6,3,4.81,EDB,86.03,,,,,
39,TA 2,6,3,4.81,Dibromochloromethane,85.95,,,,,
39,TA 2,6,3,4.81,(Z)-3-hexenal,85.81,,,,,
39,TA 2,6,3,4.81,3-hexanol,85.69,,,,,
39,TA 2,6,3,4.81,"Cyclopentane, 1-ethyl-3-methyl-",87.06,,,,,
39,TA 2,6,3,4.81,Dimethyl Sulfoxide,65.32,,,,,
39,TA 2,6,3,4.81,3-methylbutanoic acid,63.27,,,,,
39,TA 2,6,3,4.81,2-furanmethanol,63.06,,,,,
39,TA 2,6,3,4.81,5-ethyl nonane,56.67,,,,,
39,TA 2,6,3,4.81,Dimethyl Sulfoxide,38.17,,,,,
39,TA 2,6,3,4.81,Butylbenzene,16.6,,,,,
39,TA 2,6,3,4.81,gamma-Terpinene,16.56,,,,,
39,TA 2,6,3,4.81,"1, 8-cineole",16.29,,,,,
39,TA 2,6,3,4.81,4-methyldecane,16.19,,,,,
39,TA 2,6,3,4.81,Benzaldehyde,91.99,,,,,
39,TA 2,6,3,4.81,3-Octanol,91.92,,,,,
39,TA 2,6,3,4.81,Ethyl (methylthio)acetate,91.91,,,,,
39,TA 2,6,3,4.81,2-Octanol,91.78,,,,,
39,TA 2,6,3,4.81,1-Octen-3-ol,91.78,,,,,
39,TA 2,6,3,4.81,n-Hexylbenzene,96.26,,,,,
39,TA 2,6,3,4.81,1-p-menthen-8-thiol,95.63,,,,,
39,TA 2,6,3,4.81,Tridecane,95.32,,,,,
39,TA 2,6,3,4.81,(R)-linden ether,95.16,,,,,
39,TA 2,6,3,4.81,p-Cresol,81.75,,,,,
39,TA 2,6,3,4.81,Methyl eugenol,75.49,,,,,
39,TA 2,6,3,4.81,p-menthadienhydroperoxide,73.4,,,,,
40,TA 2,6,3,4.63,Pentane,94.59,,,,,
40,TA 2,6,3,4.63,Acetaldehyde,89.11,,,,,
40,TA 2,6,3,4.63,Methanol,85.75,,,,,
40,TA 2,6,3,4.63,Methanethiol,85.47,,,,,
40,TA 2,6,3,4.63,Methyl formate,14.25,,,,,
40,TA 2,6,3,4.63,Methanol,90.88,,,,,
40,TA 2,6,3,4.63,Acetaldehyde,87.4,,,,,
40,TA 2,6,3,4.63,Methyl formate,85.57,,,,,
40,TA 2,6,3,4.63,Methanethiol,82.6,,,,,
40,TA 2,6,3,4.63,Pentane,15.58,,,,,
40,TA 2,6,3,4.63,Propanal,95.29,,,,,
40,TA 2,6,3,4.63,Propenal,95.08,,,,,
40,TA 2,6,3,4.63,ethyl chloride,93.67,,,,,
40,TA 2,6,3,4.63,ethanol,92.66,,,,,
40,TA 2,6,3,4.63,propan-2-one,90.75,,,,,
40,TA 2,6,3,4.63,Methyl acetate,88.43,,,,,
40,TA 2,6,3,4.63,dimethyl sulfide,86.37,,,,,
40,TA 2,6,3,4.63,propan-2-one,86.1,,,,,
40,TA 2,6,3,4.63,2-propanol,84.08,,,,,
40,TA 2,6,3,4.63,2-Methyl-2-propanol,84.01,,,,,
40,TA 2,6,3,4.63,methylcyclopentane,85.47,,,,,
40,TA 2,6,3,4.63,2-methylfuran,85.43,,,,,
40,TA 2,6,3,4.63,Ethyl Acetate,84.11,,,,,
40,TA 2,6,3,4.63,1-propanethiol,84.09,,,,,
40,TA 2,6,3,4.63,"2,2-dichloropropane",83.93,,,,,
40,TA 2,6,3,4.63,"Ethene, 1,2-dichloro, (Z)-",88.09,,,,,
40,TA 2,6,3,4.63,1-propanethiol,87.82,,,,,
40,TA 2,6,3,4.63,Methyl 2-propenoate,87.82,,,,,
40,TA 2,6,3,4.63,Ethyl Acetate,87.06,,,,,
40,TA 2,6,3,4.63,Chloroform,86.82,,,,,
40,TA 2,6,3,4.63,2-butanol,96.65,,,,,
40,TA 2,6,3,4.63,butan-2-one,96.43,,,,,
40,TA 2,6,3,4.63,Chloroform,96.32,,,,,
40,TA 2,6,3,4.63,S(+)-2-butanol,96.16,,,,,
40,TA 2,6,3,4.63,"Methane, bromochloro-",95.8,,,,,
40,TA 2,6,3,4.63,Formic acid,79.44,,,,,
40,TA 2,6,3,4.63,3-Ethylhexane,51.37,,,,,
40,TA 2,6,3,4.63,3-methylheptane,51.3,,,,,
40,TA 2,6,3,4.63,1-Chloropentane,50.81,,,,,
40,TA 2,6,3,4.63,Dimethyl disulfide,50.4,,,,,
40,TA 2,6,3,4.63,Toluene,73.97,,,,,
40,TA 2,6,3,4.63,2-methylthiophene,73.76,,,,,
40,TA 2,6,3,4.63,ethyl isobutyrate,73.51,,,,,
40,TA 2,6,3,4.63,"Cis-1,3-dichloropropene",72.84,,,,,
40,TA 2,6,3,4.63,Methyl 2-methylbutanoate,72.77,,,,,
40,TA 2,6,3,4.63,1-hexen-3-ol,51.96,,,,,
40,TA 2,6,3,4.63,(E)-2-penten-1-ol,51.76,,,,,
40,TA 2,6,3,4.63,pentanol,51.68,,,,,
40,TA 2,6,3,4.63,"Ethane, 1,1,2-trichloro-",51.31,,,,,
40,TA 2,6,3,4.63,"Propane, 1,3-dichloro-",51.26,,,,,
40,TA 2,6,3,4.63,2-hexanol,79.95,,,,,
40,TA 2,6,3,4.63,EDB,79.95,,,,,
40,TA 2,6,3,4.63,Dibromochloromethane,79.52,,,,,
40,TA 2,6,3,4.63,3-hexanol,79.51,,,,,
40,TA 2,6,3,4.63,(Z)-3-hexenal,79.39,,,,,
40,TA 2,6,3,4.63,3-Methyldecane,95.67,,,,,
40,TA 2,6,3,4.63,2-methyldecane,78.29,,,,,
40,TA 2,6,3,4.63,"Cyclopentane, 1-ethyl-3-methyl-",53.26,,,,,
40,TA 2,6,3,4.63,"Cyclopentane, pentyl-",46.07,,,,,
40,TA 2,6,3,4.63,1-Methyl-4-isopropenyl-1-cyclohexene,45.93,,,,,
40,TA 2,6,3,4.63,"Cyclopentane, 1-ethyl-3-methyl-",96.21,,,,,
40,TA 2,6,3,4.63,"1, 8-cineole",84.23,,,,,
40,TA 2,6,3,4.63,dipentène / terpène/limonene,84.21,,,,,
40,TA 2,6,3,4.63,p-Cymene,83.73,,,,,
40,TA 2,6,3,4.63,"Benzene, 1,4-dichloro-",83.59,,,,,
40,TA 2,6,3,4.63,Undecane,98.5,,,,,
40,TA 2,6,3,4.63,terpinolene,91.11,,,,,
40,TA 2,6,3,4.63,3-Methyldecane,90.1,,,,,
40,TA 2,6,3,4.63,2-methyldecane,88.84,,,,,
40,TA 2,6,3,4.63,"1, 8-cineole",52.84,,,,,
40,TA 2,6,3,4.63,n-Hexylbenzene,97.59,,,,,
40,TA 2,6,3,4.63,1-p-menthen-8-thiol,97.33,,,,,
40,TA 2,6,3,4.63,(R)-linden ether,96.76,,,,,
40,TA 2,6,3,4.63,Tridecane,96.71,,,,,
40,TA 2,6,3,4.63,"1,2-Dibromo-3-Chloropropane",89.51,,,,,
40,TA 2,6,3,4.63,Propyl nonanoate,83.45,,,,,
40,TA 2,6,3,4.63,Nonyl acrylate,83.21,,,,,
40,TA 2,6,3,4.63,Octyl butanoate,83.05,,,,,
40,TA 2,6,3,4.63,(E)-Cinnamaldehyde,83.03,,,,,
40,TA 2,6,3,4.63,propionic acid nonyl ester,83.01,,,,,
41,TA 2,8,3,5.47,Trimethylamine,70.5,,,,,
41,TA 2,8,3,5.47,Methanethiol,70.14,,,,,
41,TA 2,8,3,5.47,Methyl formate,69.98,,,,,
41,TA 2,8,3,5.47,2-Methylbutane,0.09,,,,,
41,TA 2,8,3,5.47,Methanol,54.75,,,,,
41,TA 2,8,3,5.47,Acetaldehyde,54.59,,,,,
41,TA 2,8,3,5.47,Methyl formate,53.67,,,,,
41,TA 2,8,3,5.47,Methanethiol,52.36,,,,,
41,TA 2,8,3,5.47,Pentane,4.42,,,,,
41,TA 2,8,3,5.47,Methanol,43.88,,,,,
41,TA 2,8,3,5.47,Acetaldehyde,42.2,,,,,
41,TA 2,8,3,5.47,Methyl formate,40.88,,,,,
41,TA 2,8,3,5.47,Methanethiol,39.89,,,,,
41,TA 2,8,3,5.47,Pentane,1.08,,,,,
41,TA 2,8,3,5.47,Propanal,95.06,,,,,
41,TA 2,8,3,5.47,Propenal,94.84,,,,,
41,TA 2,8,3,5.47,ethyl chloride,93.27,,,,,
41,TA 2,8,3,5.47,ethanol,92.43,,,,,
41,TA 2,8,3,5.47,propan-2-one,90.36,,,,,
41,TA 2,8,3,5.47,Methyl acetate,95.55,,,,,
41,TA 2,8,3,5.47,dimethyl sulfide,93.01,,,,,
41,TA 2,8,3,5.47,propan-2-one,92.72,,,,,
41,TA 2,8,3,5.47,2-propanol,90.85,,,,,
41,TA 2,8,3,5.47,2-Methyl-2-propanol,90.78,,,,,
41,TA 2,8,3,5.47,"Ethene, 1,2-dichloro, (Z)-",97.05,,,,,
41,TA 2,8,3,5.47,1-propanethiol,96.82,,,,,
41,TA 2,8,3,5.47,Methyl 2-propenoate,96.75,,,,,
41,TA 2,8,3,5.47,Ethyl Acetate,95.91,,,,,
41,TA 2,8,3,5.47,Chloroform,95.73,,,,,
41,TA 2,8,3,5.47,2-butanol,95.89,,,,,
41,TA 2,8,3,5.47,S(+)-2-butanol,95.4,,,,,
41,TA 2,8,3,5.47,Chloroform,95.39,,,,,
41,TA 2,8,3,5.47,butan-2-one,95.36,,,,,
41,TA 2,8,3,5.47,"Methane, bromochloro-",95.18,,,,,
41,TA 2,8,3,5.47,Formic acid,81.05,,,,,
41,TA 2,8,3,5.47,acetic acid,65.84,,,,,
41,TA 2,8,3,5.47,3-Ethylhexane,35.63,,,,,
41,TA 2,8,3,5.47,3-methylheptane,35.59,,,,,
41,TA 2,8,3,5.47,2-Methylheptane,34.94,,,,,
41,TA 2,8,3,5.47,Formic acid,95,,,,,
41,TA 2,8,3,5.47,acetic acid,80.38,,,,,
41,TA 2,8,3,5.47,(E)-2-Octene,64.57,,,,,
41,TA 2,8,3,5.47,3-Ethylhexane,43.5,,,,,
41,TA 2,8,3,5.47,3-methylheptane,43.45,,,,,
41,TA 2,8,3,5.47,1-hexen-3-ol,83.77,,,,,
41,TA 2,8,3,5.47,(E)-2-penten-1-ol,83.53,,,,,
41,TA 2,8,3,5.47,pentanol,83.34,,,,,
41,TA 2,8,3,5.47,"Ethane, 1,1,2-trichloro-",82.74,,,,,
41,TA 2,8,3,5.47,"Propane, 1,3-dichloro-",82.64,,,,,
41,TA 2,8,3,5.47,EDB,98.15,,,,,
41,TA 2,8,3,5.47,2-hexanol,98.03,,,,,
41,TA 2,8,3,5.47,3-hexanol,97.48,,,,,
41,TA 2,8,3,5.47,Dibromochloromethane,97.4,,,,,
41,TA 2,8,3,5.47,(Z)-3-hexenal,97.23,,,,,
41,TA 2,8,3,5.47,gamma-Terpinene,96.5,,,,,
41,TA 2,8,3,5.47,Butylbenzene,96.05,,,,,
41,TA 2,8,3,5.47,3-Methyldecane,95.98,,,,,
41,TA 2,8,3,5.47,terpinolene,95.59,,,,,
41,TA 2,8,3,5.47,Undecane,95.58,,,,,
41,TA 2,8,3,5.47,Undecane,89.15,,,,,
41,TA 2,8,3,5.47,cis-Decalin,87.34,,,,,
41,TA 2,8,3,5.47,terpinolene,87.23,,,,,
41,TA 2,8,3,5.47,3-Methyldecane,66.09,,,,,
41,TA 2,8,3,5.47,Benzaldehyde,59.28,,,,,
41,TA 2,8,3,5.47,cis-Decalin,91.88,,,,,
41,TA 2,8,3,5.47,Undecane,91.18,,,,,
41,TA 2,8,3,5.47,terpinolene,91.17,,,,,
41,TA 2,8,3,5.47,2-Isopropyl-3-methoxypyrazine,90.02,,,,,
41,TA 2,8,3,5.47,"2-ethyl-3,6-dimethylpyrazine",69.01,,,,,
41,TA 2,8,3,5.47,"(E,Z)-2,4-Heptadienal",84.12,,,,,
41,TA 2,8,3,5.47,3-Octanol,83.97,,,,,
41,TA 2,8,3,5.47,5-Methylfurfural,83.9,,,,,
41,TA 2,8,3,5.47,3-methyl-3-sulfanylbutanol-1-ol,83.81,,,,,
41,TA 2,8,3,5.47,Aniline,83.38,,,,,
41,TA 2,8,3,5.47,Hexanoic acid,90.5,,,,,
